label_raw,n,v9_roles,d056_roles,event_context,participant,rule_id
lighting & dance floor,2,other,lighting_production,wedding_day,,compound(exact+exact)
story & narration,2,other,other,wedding_day,,unmatched
lighting & a v,2,other,lighting_production,wedding_day,,compound(exact)
ice cream bar,2,other,bar_service,wedding_day,,h.bar
floral desgin,2,florist,other,wedding_day,,unmatched
contact us at info,2,other,other,wedding_day,,unmatched
props,2,other,other,wedding_day,,unmatched
band and cocktail music,2,band,band|live_music,cocktail_hour,,compound(exact+exact).ctx
bride social media,2,other,other,wedding_day,,unmatched
floral collaborator,2,florist,other,wedding_day,,unmatched
wedding painter,2,other,live_painter,wedding_day,,exact.stripped
ashley & robert's grand dame by,2,other,other,wedding_day,,unmatched
programs director,2,other,other,wedding_day,,unmatched
strings trio,2,musician,live_music,wedding_day,,h.live_music
grip,2,other,other,wedding_day,,unmatched
structure & flooring,2,jeweler,other,wedding_day,,unmatched
floral assistants,2,florist,other,wedding_day,,unmatched
floral and production,2,florist,florist|lighting_production,wedding_day,,compound(exact+exact)
floral and designs,2,florist,florist,wedding_day,,compound(exact)
floral and decor design,2,florist,florist|event_design,wedding_day,,compound(exact+h.event_design)
production + custom video projection,2,videographer,lighting_production,wedding_day,,compound(exact)
studio space,2,other,other,wedding_day,,unmatched
studio this is,2,other,other,wedding_day,,unmatched
lightening,2,other,other,wedding_day,,unmatched
design & florist,2,florist,event_design|florist,wedding_day,,compound(exact+exact)
production & lighting,2,other,lighting_production,wedding_day,,compound(exact+exact)
production & event design,2,other,lighting_production|event_design,wedding_day,,compound(exact+exact)
groom car,2,other,transportation,wedding_day,,exact.stripped
production & av,2,other,lighting_production,wedding_day,,compound(exact+exact)
bride wedding shoes,2,attire,accessories,wedding_day,,exact.stripped
producer,2,other,planner,wedding_day,,exact
styled shoot for,2,other,other,wedding_day,,unmatched
produced by,2,other,other,wedding_day,,unmatched
groom hair,2,hair,hair,wedding_day,,exact.stripped
printed material,2,other,other,wedding_day,,unmatched
styling & rentals,2,rentals,event_design|rentals,wedding_day,,compound(exact+exact)
content creater,2,videographer,other,wedding_day,,unmatched
print materials,2,other,other,wedding_day,,unmatched
bridal nikkah outfit,2,attire,attire,sangeet_mehndi,,exact.ctx
beverage partner,2,other,other,wedding_day,,unmatched
styling concept,2,other,event_design,wedding_day,,h.event_design
lens,2,other,other,wedding_day,,unmatched
wedding party shuttle,2,other,transportation,wedding_day,,h.transportation.stripped
floral & production,2,florist,florist|lighting_production,wedding_day,,compound(exact+exact)
floral & plants,2,florist,florist,wedding_day,,compound(exact)
stylist & set designer,2,other,event_design,wedding_day,,compound(exact+h.event_design)
stylist assistant,2,other,other,wedding_day,,unmatched
president,2,other,other,wedding_day,,unmatched
stylists,2,other,other,wedding_day,,unmatched
such a wonderful weekend capturing,2,jeweler,other,wedding_day,,unmatched
flora,2,florist,other,wedding_day,,unmatched
led wall & production,2,other,lighting_production,wedding_day,,compound(exact)
but that’s how today ended,2,other,other,wedding_day,,unmatched
suit attire,2,attire,attire,wedding_day,,h.attire
groom side photographer,2,photographer,photographer,wedding_day,,h.photographer.stripped
suit designer,2,attire,event_design,wedding_day,,h.event_design
suit father,2,attire,other,wedding_day,,unmatched
suit groom,2,attire,other,wedding_day,,unmatched
suit guests,2,attire,other,wedding_day,,unmatched
groom social media,2,other,other,wedding_day,,unmatched
learn more at,2,other,other,wedding_day,,unmatched
prep,2,other,venue,getting_ready,,phase_venue.modifier
ice sculptures,2,other,other,wedding_day,,unmatched
bridal mini dress,2,attire,attire,wedding_day,,h.attire.stripped
chairs + bars,2,hair,rentals,wedding_day,,compound(exact)
suitwear,2,attire,other,wedding_day,,unmatched
flatware rentals,2,rentals,rentals,wedding_day,,h.rentals
post ceremony venue,2,venue,venue,ceremony,,h.venue.ctx
content creations,2,videographer,other,wedding_day,,unmatched
posing coach,2,other,other,wedding_day,,unmatched
groom wedding tuxedo,2,attire,attire,wedding_day,,h.attire.stripped
flatware,2,other,rentals,wedding_day,,h.rentals
portraits location,2,other,venue,wedding_day,,h.venue
chairs & linens,2,hair,rentals,wedding_day,,compound(exact+exact)
groom’s & groomsmen’s tuxes,2,attire,attire,wedding_day,,compound(exact)
chairs & chargers,2,hair,rentals,wedding_day,,compound(exact+exact)
poolside jersey boys show,2,other,other,wedding_day,,unmatched
icecream,2,other,other,wedding_day,,unmatched
swag bag partners,2,other,other,wedding_day,,unmatched
groom’s dinner jacket,2,catering,other,wedding_day,,unmatched
groom’s formalwear,2,other,other,wedding_day,,unmatched
polaroid,2,other,other,wedding_day,,unmatched
leah’s dress,2,attire,attire,wedding_day,,h.attire
groom’s reception jacket,2,other,other,reception,,unmatched
sweetheart cake,2,cake,cake,wedding_day,,h.cake
podium and place cards,2,other,stationery,wedding_day,,compound(exact)
podcast,2,other,other,wedding_day,,unmatched
sweets & food details,2,catering,desserts,wedding_day,,compound(exact)
sweets & late night food,2,catering,desserts,wedding_day,,compound(exact+exact)
plateware,2,other,other,wedding_day,,unmatched
bridal makeup & hair by me,2,hair,hair|makeup,wedding_day,,exact.stripped
invite suite,2,attire,stationery,wedding_day,,h.stationery
first photo,2,photographer,photographer,wedding_day,,h.photographer
iconic wedding reception decor by,2,rentals,decor_other,reception,,h.decor.stripped.ctx
sydney’s attire,2,attire,attire,wedding_day,,h.attire
agency,2,other,other,wedding_day,,unmatched
invite,2,other,other,wedding_day,,unmatched
planning design,2,planner,event_design,wedding_day,,h.event_design
custom menus,2,other,stationery,wedding_day,,exact.stripped
planning and styling,2,planner,planner|event_design,wedding_day,,compound(exact+exact)
first dress,2,attire,attire,wedding_day,,h.attire
planning and coordination,2,planner,planner|coordinator,wedding_day,,compound(exact+exact)
lead photo,2,photographer,photographer,wedding_day,,exact.stripped
groom’s tie,2,other,accessories,wedding_day,,exact.stripped
planning and concept,2,planner,planner|event_design,wedding_day,,compound(exact+exact)
groom's tux,2,attire,attire,wedding_day,,exact
first dance natalia,2,other,other,wedding_day,,unmatched
table linens,2,rentals,rentals,wedding_day,,h.rentals
planning + florlas,2,planner,planner,wedding_day,,compound(exact)
wedding planner carolyn flueckiger,2,planner,other,wedding_day,,unmatched
table rentals,2,rentals,rentals,wedding_day,,h.rentals
groom’s tux & shoes,2,attire,attire|accessories,wedding_day,,compound(exact+exact)
first dance,2,other,other,wedding_day,,unmatched
table settings,2,other,other,wedding_day,,unmatched
planning + creative direction,2,planner,planner|event_design,wedding_day,,compound(exact+exact)
groom’s watch,2,other,other,wedding_day,,unmatched
planning & signage,2,planner,planner|signage,wedding_day,,compound(exact+exact)
filmmakers,2,videographer,other,wedding_day,,unmatched
planning & design + paper florals,2,planner,planner|event_design|florist,wedding_day,,compound(exact+exact+h.florist)
planning & creative design,2,planner,planner|event_design,wedding_day,,compound(exact+h.event_design)
tables & chairs,2,hair,rentals,wedding_day,,compound(exact+exact)
planning & coordinator,2,planner,planner|coordinator,wedding_day,,compound(exact+exact)
grooming,2,other,beauty_services,wedding_day,,h.beauty_services
filmed by,2,videographer,other,wedding_day,,unmatched
planner&concept,2,planner,planner|event_design,wedding_day,,compound(exact+exact)
certifications,2,other,other,wedding_day,,unmatched
tablescape stylist,2,other,event_design,wedding_day,,h.event_design
a weekend celebrating the love of,2,other,other,wedding_day,,unmatched
ceremony violinist,2,other,live_music,ceremony,,exact.ctx
planner michelle durpetti,2,planner,other,wedding_day,,unmatched
tabletop & linens,2,rentals,rentals,wedding_day,,compound(exact+exact)
planner linda alpert,2,planner,other,wedding_day,,unmatched
planner l lk events,2,planner,other,wedding_day,,unmatched
film photography,2,photographer,photographer,wedding_day,,h.photographer
ceremony venue & reception venue,2,venue,venue,ceremony,,compound(exact+exact).ctx
planner and designer,2,planner,planner|event_design,wedding_day,,compound(exact+exact)
planner and design,2,planner,planner|event_design,wedding_day,,compound(exact+exact)
tabletop vintage rentals,2,rentals,rentals,wedding_day,,h.rentals
film developed and scanned by,2,videographer,other,wedding_day,,unmatched
planner allana amira,2,planner,other,wedding_day,,unmatched
bridal jewellery,2,attire,jewelry,wedding_day,,exact.stripped
planner & photo booth,2,photobooth,planner|photo_booth,wedding_day,,compound(exact+exact)
fell behind on sharing some blog,2,jeweler,other,wedding_day,,unmatched
planner & couple,2,planner,planner,wedding_day,,compound(exact)
planner & coordinator,2,planner,planner|coordinator,wedding_day,,compound(exact+exact)
bridal headpiece,2,attire,accessories,wedding_day,,h.accessories.stripped
ceremony singer,2,other,live_music,ceremony,,exact.ctx
place settings,2,other,other,wedding_day,,unmatched
bride’s ceremony dress & veil,2,attire,attire|accessories,ceremony,,compound(exact+exact).ctx
pizzica band,2,band,band,wedding_day,,h.band
featured in,2,other,press_feature,wedding_day,,press
balloons and flowers,2,florist,decor_other|florist,wedding_day,,compound(exact+exact)
lauren’s dress,2,attire,attire,wedding_day,,h.attire
tarot card reader,2,other,other,wedding_day,,unmatched
pictured with more pinups,2,other,other,wedding_day,,unmatched
coordinador,2,other,other,wedding_day,,unmatched
pictured,2,other,noise,wedding_day,,noise
wedding planner suzy sparacio,2,planner,other,wedding_day,,unmatched
pics,2,other,noise,wedding_day,,noise
bride’s ceremony gown alyne,2,attire,other,ceremony,,unmatched
photos taken for,2,photographer,other,wedding_day,,unmatched
groomsmen tux designer,2,attire,event_design,wedding_day,,h.event_design
bride's dress,2,attire,attire,wedding_day,,exact
ceremony music + dj,2,dj,live_music|dj,ceremony,,compound(exact+exact).ctx
family vehicle,2,other,other,wedding_day,,unmatched
laura,2,other,other,wedding_day,,unmatched
tea for two,2,other,other,wedding_day,,unmatched
photos from,2,photographer,photographer,wedding_day,,exact.stripped
team hair & makeup,2,hair,hair|makeup,wedding_day,,compound(h.hair+exact)
bev,2,other,other,wedding_day,,unmatched
tech + lighting,2,other,lighting_production,wedding_day,,compound(exact)
family beauty,2,beauty_other,other,wedding_day,,unmatched
fairlie's all,2,other,other,wedding_day,,unmatched
face,2,other,other,wedding_day,,unmatched
fabrics installations,2,other,other,wedding_day,,unmatched
bride’s dress designer,2,attire,attire,wedding_day,,exact.stripped
ceremony hmua,2,beauty_other,hair|makeup,ceremony,,exact.ctx
temple,2,other,venue,ceremony,,phase_venue
ceremony guitarist,2,other,live_music,ceremony,,exact.ctx
late night sax,2,musician,live_music,wedding_day,,h.live_music
tent & lighting,2,other,tent|lighting_production,wedding_day,,compound(exact+exact)
late night dessert,2,cake,desserts,wedding_day,,h.desserts
ceremony gown,2,attire,attire,ceremony,,exact.ctx
balloon design,2,other,event_design,wedding_day,,h.event_design
guest accommodations,2,other,accommodations,wedding_day,,h.accommodations
photography team,2,photographer,other,wedding_day,,unmatched
tent rentals,2,rentals,rentals,wedding_day,,h.rentals
expect a multi,2,other,other,wedding_day,,unmatched
tenting & flooring,2,jeweler,tent,wedding_day,,compound(exact)
arlen music,2,musician,live_music,wedding_day,,h.live_music
bridal gown & welcome party dress,2,attire,attire,welcome_party,,compound(exact+exact).ctx
wedding planning + design,2,planner,planner|event_design,wedding_day,,exact.stripped
photography & drone images,2,photographer,photographer,wedding_day,,compound(exact)
photography & cinema,2,photographer,photographer|videographer,wedding_day,,compound(exact+exact)
thank you,2,other,other,wedding_day,,unmatched
event stylist & planner,2,planner,event_design|planner,wedding_day,,compound(h.event_design+exact)
ashley & sean,2,other,other,wedding_day,,unmatched
last weekend our co,2,other,other,wedding_day,,unmatched
ceremony band,2,band,band,ceremony,,exact.ctx
event staffing,2,other,staffing,wedding_day,,h.staffing
a feast for the senses,2,other,other,wedding_day,,unmatched
brides’ hair & makeup,2,hair,hair|makeup,wedding_day,,compound(h.hair+exact)
thank you to the following,2,other,other,wedding_day,,unmatched
decor design and florals,2,florist,event_design|florist,wedding_day,,compound(h.event_design+exact)
event production,2,other,lighting_production,wedding_day,,h.lighting
costume,2,other,other,wedding_day,,unmatched
brides’ shoes,2,attire,accessories,wedding_day,,h.accessories
guest shuttles,2,other,other,wedding_day,,unmatched
event producers,2,other,other,wedding_day,,unmatched
last but not least from mexico,2,other,other,wedding_day,,unmatched
photographer & host,2,photographer,photographer,wedding_day,,compound(exact)
the amazing couple,2,other,other,wedding_day,,unmatched
a look back to earlier this month,2,other,other,wedding_day,,unmatched
ceremony and cocktail hour quartet,2,other,live_music,cocktail_hour,,exact.stripped.ctx
the bouquet,2,other,florist,wedding_day,,exact
behind the scenes content by,2,videographer,content_creator,wedding_day,,h.content.stripped
decor concept,2,rentals,event_design,wedding_day,,h.event_design
the bridal suite,2,attire,venue,getting_ready,,phase_venue.modifier
photog credit and videos,2,photographer,photographer,wedding_day,,exact.stripped
the buonavolantos,2,other,other,wedding_day,,unmatched
decor and lighting,2,rentals,decor_other|lighting_production,wedding_day,,compound(exact+exact)
event photography,2,photographer,photographer,wedding_day,,h.photographer
the competition,2,other,other,wedding_day,,unmatched
ceremony and cocktail entertainment,2,dj,dj,cocktail_hour,,exact.stripped.ctx
bts content creation,2,videographer,content_creator,wedding_day,,h.content
invitation & day of paper,2,stationery,stationery,wedding_day,,compound(exact+exact.stripped)
guests,2,other,other,wedding_day,,unmatched
belle isle fountain,2,other,other,wedding_day,,unmatched
event manager,2,other,other,wedding_day,,unmatched
event management & planning,2,planner,planner,wedding_day,,compound(exact)
event linens & rentals,2,rentals,rentals,wedding_day,,compound(h.rentals+exact)
kristin’s dress,2,attire,attire,wedding_day,,h.attire
the dj,2,dj,dj,wedding_day,,exact
event feature,2,other,other,wedding_day,,unmatched
the dress,2,attire,attire,wedding_day,,exact
illustration,2,other,live_painter,wedding_day,,h.live_painter
the excitement is building for emily,2,other,other,wedding_day,,unmatched
the first,2,other,other,wedding_day,,unmatched
korean tea ceremony,2,other,other,ceremony,,unmatched
all photos developed and scanned by,2,photographer,other,wedding_day,,unmatched
bride’s gowns,2,attire,attire,wedding_day,,exact.stripped
kirby’s dresses,2,attire,attire,wedding_day,,h.attire
gushers table,2,other,rentals,wedding_day,,h.rentals
photo design & florals,2,photographer,event_design|florist,wedding_day,,compound(h.event_design+exact)
kids play area,2,other,other,wedding_day,,unmatched
photo credit + creative,2,photographer,photographer,wedding_day,,exact.stripped
photo by yours truly,2,photographer,photographer,wedding_day,,exact.stripped
